epoch,accuracy,loss,lr,precision,recall,top5_accuracy,val_accuracy,val_loss,val_precision,val_recall,val_top5_accuracy
0,0.9574999809265137,0.1393035501241684,0.001,0.9693378210067749,0.9495740532875061,0.9958703517913818,0.8388333320617676,0.5315969586372375,0.8619913458824158,0.8296666741371155,0.9863333106040955
1,0.9825740456581116,0.05606166273355484,0.001,0.984645426273346,0.9809073805809021,0.9999074339866638,0.9829999804496765,0.06226645037531853,0.9852818250656128,0.9818333387374878,0.999833345413208
2,0.9881481528282166,0.040094006806612015,0.001,0.9893437027931213,0.9868703484535217,0.9998518228530884,0.9833333492279053,0.0595175102353096,0.98577880859375,0.9819999933242798,0.999833345413208
3,0.9890000224113464,0.034768246114254,0.001,0.99005526304245,0.9881851673126221,0.9999444484710693,0.9518333077430725,0.14222757518291473,0.9566459655761719,0.9488333463668823,0.9991666674613953
4,0.991518497467041,0.0282741729170084,0.001,0.9921736121177673,0.9907037019729614,0.9999074339866638,0.9848333597183228,0.05407587066292763,0.9869499802589417,0.9831666946411133,0.999833345413208
5,0.9922037124633789,0.025203285738825798,0.001,0.992918074131012,0.9918147921562195,0.9999444484710693,0.9683333039283752,0.11125555634498596,0.9702490568161011,0.9674999713897705,0.999666690826416
6,0.9934999942779541,0.02089967392385006,0.001,0.9940309524536133,0.9930185079574585,1.0,0.9789999723434448,0.07795984297990799,0.9804380536079407,0.9773333072662354,0.999666690826416
7,0.9931666851043701,0.022282179445028305,0.001,0.9937533736228943,0.992814838886261,0.9999814629554749,0.9869999885559082,0.04523966833949089,0.9874916672706604,0.9868333339691162,1.0
8,0.9944629669189453,0.01846902072429657,0.001,0.9948102235794067,0.993925929069519,0.9999814629554749,0.9823333621025085,0.07006298750638962,0.9833027124404907,0.9815000295639038,0.999666690826416
9,0.9951666593551636,0.014965089038014412,0.001,0.9954969882965088,0.9948333501815796,1.0,0.9878333210945129,0.05662304162979126,0.9884865880012512,0.987333357334137,0.9994999766349792
10,0.9950925707817078,0.015129568986594677,0.001,0.9956261515617371,0.9948333501815796,1.0,0.9904999732971191,0.036754414439201355,0.9911578297615051,0.9901666641235352,0.999833345413208
11,0.9954074025154114,0.01492579560726881,0.001,0.9956825375556946,0.9950740933418274,0.9999814629554749,0.9829999804496765,0.07065723091363907,0.9839732646942139,0.9823333621025085,0.999666690826416
12,0.996055543422699,0.01290898397564888,0.001,0.9963130354881287,0.9958333373069763,0.9999814629554749,0.9871666431427002,0.05871893838047981,0.987817108631134,0.9865000247955322,1.0
13,0.9953333139419556,0.013701931573450565,0.001,0.995608925819397,0.9951111078262329,1.0,0.9901666641235352,0.037216462194919586,0.9909909963607788,0.9900000095367432,0.999833345413208
14,0.9956666827201843,0.01441300567239523,0.001,0.9958871603012085,0.995462954044342,0.9999629855155945,0.9893333315849304,0.03982384130358696,0.990317165851593,0.9886666536331177,1.0
15,0.9969629645347595,0.009503562934696674,0.001,0.9972392916679382,0.9967222213745117,1.0,0.9919999837875366,0.03703508898615837,0.9928261637687683,0.9918333292007446,1.0
16,0.9986666440963745,0.004294261336326599,0.0005,0.9987220764160156,0.9985926151275635,1.0,0.9938333630561829,0.02409004047513008,0.9941617846488953,0.9933333396911621,1.0
17,0.9992777705192566,0.0021793062333017588,0.0005,0.999296247959137,0.9992222189903259,1.0,0.9931666851043701,0.02633093297481537,0.9934978485107422,0.9931666851043701,1.0
18,0.9993703961372375,0.0019959183409810066,0.0005,0.9994073510169983,0.9993518590927124,1.0,0.9943333268165588,0.027965715155005455,0.9944981932640076,0.9941666722297668,1.0
19,0.9992963075637817,0.0018805813742801547,0.0005,0.9994072914123535,0.9992592334747314,1.0,0.9926666617393494,0.03583841025829315,0.9926642179489136,0.9923333525657654,1.0
20,0.9988333582878113,0.0035853313747793436,0.0005,0.9988887906074524,0.998796284198761,1.0,0.9900000095367432,0.041798900812864304,0.9903268814086914,0.9896666407585144,0.999833345413208
21,0.998962938785553,0.003523225197568536,0.0005,0.9989998936653137,0.9989073872566223,1.0,0.9918333292007446,0.03870711103081703,0.9921640753746033,0.9918333292007446,1.0
22,0.9993518590927124,0.002054475247859955,0.00025,0.9993518590927124,0.9993333220481873,1.0,0.9940000176429749,0.030954651534557343,0.9940000176429749,0.9940000176429749,0.999833345413208
23,0.9997222423553467,0.0010307442862540483,0.00025,0.9997222423553467,0.9997037053108215,1.0,0.9923333525657654,0.0372806154191494,0.9924987554550171,0.9923333525657654,1.0
24,0.9998518228530884,0.0005447834846563637,0.00025,0.9998518228530884,0.9998518228530884,1.0,0.9931666851043701,0.027674801647663116,0.9931655526161194,0.9929999709129333,1.0
25,0.9999814629554749,0.0002097001124639064,0.00025,0.9999814629554749,0.9999444484710693,1.0,0.9926666617393494,0.031245816498994827,0.9928309321403503,0.9925000071525574,1.0
26,0.9999814629554749,0.00016527848492842168,0.00025,0.9999814629554749,0.9999814629554749,1.0,0.9933333396911621,0.031184952706098557,0.9934989213943481,0.9933333396911621,1.0
27,0.9999629855155945,0.00023346823581960052,0.000125,0.9999629855155945,0.9999629855155945,1.0,0.9926666617393494,0.0337965190410614,0.9928321242332458,0.9926666617393494,0.999833345413208
28,1.0,0.00010636659135343507,0.000125,1.0,1.0,1.0,0.9928333163261414,0.033684615045785904,0.9929988384246826,0.9928333163261414,1.0
