epoch,accuracy,loss,lr,precision,recall,top5_accuracy,val_accuracy,val_loss,val_precision,val_recall,val_top5_accuracy
0,0.9588703513145447,0.13214685022830963,0.001,0.9709963798522949,0.9510370492935181,0.9957592487335205,0.9336666464805603,0.2281281054019928,0.9454576373100281,0.9244999885559082,0.9980000257492065
1,0.984333336353302,0.05182093009352684,0.001,0.9862670302391052,0.9828333258628845,0.999833345413208,0.9788333177566528,0.07392328977584839,0.9806214570999146,0.9783333539962769,0.999666690826416
2,0.9887222051620483,0.03894135355949402,0.001,0.9899243116378784,0.9879444241523743,0.9998518228530884,0.9433333277702332,0.21732690930366516,0.9482700824737549,0.9409999847412109,0.9990000128746033
3,0.9903703927993774,0.03272575885057449,0.001,0.9913550019264221,0.9895926117897034,0.9998703598976135,0.98416668176651,0.058740805834531784,0.9849749803543091,0.9833333492279053,1.0
4,0.9919259548187256,0.027586305513978004,0.001,0.9926745891571045,0.9912407398223877,0.9999444484710693,0.9838333129882812,0.06338480859994888,0.9848029613494873,0.9828333258628845,0.9993333220481873
5,0.9922962784767151,0.02562854439020157,0.001,0.9929539561271667,0.9916852116584778,0.9999629855155945,0.968666672706604,0.12224866449832916,0.9712182283401489,0.9673333168029785,0.9991666674613953
6,0.9927963018417358,0.026334501802921295,0.001,0.993435800075531,0.9921296238899231,0.9999074339866638,0.9816666841506958,0.061286769807338715,0.9827960729598999,0.9806666374206543,1.0
7,0.9932036995887756,0.022554097697138786,0.001,0.9936793446540833,0.9927592873573303,0.9999444484710693,0.9890000224113464,0.038846854120492935,0.9901535511016846,0.9888333082199097,0.999833345413208
8,0.9943703413009644,0.019236817955970764,0.001,0.9947178959846497,0.9939073920249939,0.9999629855155945,0.9931666851043701,0.02891073375940323,0.9939889907836914,0.9921666383743286,1.0
9,0.9942222237586975,0.019993288442492485,0.001,0.9946988224983215,0.9937777519226074,0.9999814629554749,0.9863333106040955,0.045775946229696274,0.9873121976852417,0.9856666922569275,0.999833345413208
10,0.9953518509864807,0.01587359979748726,0.001,0.995811402797699,0.9950000047683716,0.9999444484710693,0.9815000295639038,0.07142042368650436,0.9827989339828491,0.9808333516120911,0.999666690826416
11,0.9944444298744202,0.018279751762747765,0.001,0.9949943423271179,0.9938703775405884,0.9999629855155945,0.9865000247955322,0.050029974430799484,0.9879658818244934,0.9851666688919067,0.9994999766349792
12,0.9952222108840942,0.016324065625667572,0.001,0.9956077933311462,0.99485182762146,0.9999814629554749,0.9818333387374878,0.07263626158237457,0.9826348423957825,0.9808333516120911,1.0
13,0.9958518743515015,0.014629170298576355,0.001,0.996182382106781,0.9954444169998169,0.9999629855155945,0.9871666431427002,0.04777759686112404,0.9879819750785828,0.9865000247955322,1.0
14,0.9979444742202759,0.0065342397429049015,0.0005,0.9982030987739563,0.9978703856468201,1.0,0.9951666593551636,0.017866382375359535,0.9954984784126282,0.9951666593551636,1.0
15,0.9988889098167419,0.0039776889607310295,0.0005,0.9990368485450745,0.9988148212432861,1.0,0.9955000281333923,0.020033197477459908,0.9956651926040649,0.9953333139419556,1.0
16,0.9987221956253052,0.00403868081048131,0.0005,0.9988515973091125,0.9986481666564941,1.0,0.9941666722297668,0.020827213302254677,0.994331419467926,0.9940000176429749,1.0
17,0.9984999895095825,0.00600925087928772,0.0005,0.9985369443893433,0.9984814524650574,0.9999814629554749,0.9931666851043701,0.032088715583086014,0.9931632280349731,0.9926666617393494,0.999833345413208
18,0.9984999895095825,0.005781610496342182,0.0005,0.9985368847846985,0.9984259009361267,0.9999814629554749,0.9929999709129333,0.024214494973421097,0.9933311343193054,0.9929999709129333,1.0
19,0.9982222318649292,0.006412796210497618,0.0005,0.9983514547348022,0.9981111288070679,1.0,0.9934999942779541,0.027089029550552368,0.993664562702179,0.9933333396911621,0.999833345413208
20,0.9993518590927124,0.002176512498408556,0.00025,0.9994073510169983,0.9993518590927124,0.9999814629554749,0.9953333139419556,0.017140602692961693,0.9956651926040649,0.9953333139419556,1.0
21,0.9997962713241577,0.0008382377563975751,0.00025,0.9998148083686829,0.9997777938842773,1.0,0.9956666827201843,0.016570357605814934,0.9959980249404907,0.9955000281333923,1.0
22,0.999740719795227,0.0009328110027126968,0.00025,0.9997592568397522,0.9997037053108215,1.0,0.9956666827201843,0.01879599690437317,0.995832622051239,0.9956666827201843,1.0
23,0.9998888969421387,0.0005457740044221282,0.00025,0.9998888969421387,0.9998888969421387,1.0,0.9959999918937683,0.018078649416565895,0.9959986805915833,0.9956666827201843,1.0
24,0.9994999766349792,0.001946864416822791,0.00025,0.9995185136795044,0.9994814991950989,1.0,0.9936666488647461,0.03281472250819206,0.9939979910850525,0.9936666488647461,1.0
25,0.9990741014480591,0.0030988268554210663,0.00025,0.9990925192832947,0.9990000128746033,1.0,0.9959999918937683,0.016435395926237106,0.996331512928009,0.9958333373069763,1.0
26,0.9992963075637817,0.0025027755182236433,0.00025,0.9993147850036621,0.9992963075637817,1.0,0.9941666722297668,0.02274569496512413,0.994331419467926,0.9940000176429749,0.999666690826416
27,0.9995740652084351,0.0018338818335905671,0.00025,0.9995926022529602,0.9995740652084351,0.9999814629554749,0.9941666722297668,0.02536045014858246,0.9941657185554504,0.9940000176429749,0.999833345413208
28,0.9993333220481873,0.0021715518087148666,0.00025,0.9993333220481873,0.9993148446083069,1.0,0.9941666722297668,0.02308364398777485,0.9944981932640076,0.9941666722297668,1.0
29,0.999666690826416,0.0011062570847570896,0.00025,0.999666690826416,0.999666690826416,1.0,0.9956666827201843,0.018415382131934166,0.995832622051239,0.9956666827201843,1.0
30,0.9994629621505737,0.001617084490135312,0.00025,0.9994629621505737,0.9994259476661682,1.0,0.9961666464805603,0.020093487575650215,0.9963327050209045,0.9961666464805603,1.0
31,0.9998888969421387,0.0004203063144814223,0.000125,0.9998888969421387,0.9998888969421387,1.0,0.9965000152587891,0.01839231699705124,0.9966661334037781,0.9965000152587891,1.0
32,0.9999074339866638,0.0003705845447257161,0.000125,0.9999259114265442,0.9999074339866638,1.0,0.996999979019165,0.017167946323752403,0.996999979019165,0.996999979019165,1.0
33,0.9999259114265442,0.0003185159876011312,0.000125,0.9999259114265442,0.9999259114265442,1.0,0.996833324432373,0.019335318356752396,0.9969990253448486,0.996666669845581,1.0
34,0.9999814629554749,0.0001245288149220869,0.000125,0.9999814629554749,0.9999814629554749,1.0,0.996999979019165,0.019230235368013382,0.996999979019165,0.996999979019165,1.0
35,1.0,5.9955185861326754e-05,0.000125,1.0,1.0,1.0,0.996833324432373,0.020631400868296623,0.996833324432373,0.996833324432373,1.0
36,1.0,4.084801548742689e-05,6.25e-05,1.0,1.0,1.0,0.996833324432373,0.0209805965423584,0.996833324432373,0.996833324432373,1.0
37,1.0,2.9686319976462983e-05,6.25e-05,1.0,1.0,1.0,0.996999979019165,0.020726408809423447,0.996999979019165,0.996999979019165,1.0
38,1.0,2.5829200239968486e-05,6.25e-05,1.0,1.0,1.0,0.996833324432373,0.020550942048430443,0.996833324432373,0.996833324432373,1.0
39,1.0,4.615004945662804e-05,6.25e-05,1.0,1.0,1.0,0.9961666464805603,0.022328810766339302,0.9961666464805603,0.9961666464805603,1.0
40,0.9999814629554749,7.79737310949713e-05,6.25e-05,0.9999814629554749,0.9999814629554749,1.0,0.9961666464805603,0.022862782701849937,0.9961666464805603,0.9961666464805603,1.0
41,0.9999629855155945,0.0001654561929171905,3.125e-05,0.9999629855155945,0.9999629855155945,1.0,0.9965000152587891,0.022352132946252823,0.9965000152587891,0.9965000152587891,1.0
42,1.0,3.0098228307906538e-05,3.125e-05,1.0,1.0,1.0,0.996833324432373,0.02170104719698429,0.996833324432373,0.996833324432373,1.0
